"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","SOS SEASON","ECR VS. ADP"
"1",1,"Christian McCaffrey",SF,"RB1","9","2 out of 5 stars","0"
"2",1,"CeeDee Lamb",DAL,"WR1","7","3 out of 5 stars","+1"
"3",1,"Tyreek Hill",MIA,"WR2","6","2 out of 5 stars","-1"
"4",1,"Breece Hall",NYJ,"RB2","12","2 out of 5 stars","0"
"5",1,"Ja'Marr Chase",CIN,"WR3","12","2 out of 5 stars","+2"
"6",1,"Bijan Robinson",ATL,"RB3","12","4 out of 5 stars","-1"
"7",1,"Amon-Ra St. Brown",DET,"WR4","5","4 out of 5 stars","+1"
"8",1,"Justin Jefferson",MIN,"WR5","6","3 out of 5 stars","-2"
"9",2,"A.J. Brown",PHI,"WR6","5","2 out of 5 stars","0"
"10",2,"Garrett Wilson",NYJ,"WR7","12","4 out of 5 stars","+2"
"11",2,"Jonathan Taylor",IND,"RB4","14","2 out of 5 stars","-1"
"12",2,"Jahmyr Gibbs",DET,"RB5","5","3 out of 5 stars","+1"
"13",2,"Saquon Barkley",PHI,"RB6","5","4 out of 5 stars","-2"
"14",2,"Puka Nacua",LAR,"WR8","6","3 out of 5 stars","0"
"15",2,"Marvin Harrison Jr.",ARI,"WR9","11","3 out of 5 stars","0"
"16",3,"Drake London",ATL,"WR10","12","4 out of 5 stars","+6"
"17",3,"Derrick Henry",BAL,"RB7","14","3 out of 5 stars","+1"
"18",3,"Davante Adams",LV,"WR11","10","3 out of 5 stars","+1"
"19",3,"Travis Etienne Jr.",JAC,"RB8","12","2 out of 5 stars","-2"
"20",3,"Chris Olave",NO,"WR12","12","3 out of 5 stars","+5"
"21",3,"Kyren Williams",LAR,"RB9","6","3 out of 5 stars","-5"
"22",3,"Mike Evans",TB,"WR13","11","3 out of 5 stars","+9"
"23",3,"Deebo Samuel Sr.",SF,"WR14","9","2 out of 5 stars","+4"
"24",3,"Josh Allen",BUF,"QB1","12","1 out of 5 stars","-1"
"25",3,"Isiah Pacheco",KC,"RB10","6","3 out of 5 stars","-5"
"26",3,"Nico Collins",HOU,"WR15","14","3 out of 5 stars","+3"
"27",3,"Jaylen Waddle",MIA,"WR16","6","2 out of 5 stars","+12"
"28",3,"De'Von Achane",MIA,"RB11","6","3 out of 5 stars","-7"
"29",3,"Brandon Aiyuk",SF,"WR17","9","2 out of 5 stars","+5"
"30",3,"Jalen Hurts",PHI,"QB2","5","2 out of 5 stars","+2"
"31",3,"Cooper Kupp",LAR,"WR18","6","3 out of 5 stars","+2"
"32",3,"Sam LaPorta",DET,"TE1","5","3 out of 5 stars","-4"
"33",4,"Travis Kelce",KC,"TE2","6","3 out of 5 stars","-7"
"34",4,"DK Metcalf",SEA,"WR19","10","3 out of 5 stars","+6"
"35",4,"Patrick Mahomes II",KC,"QB3","6","3 out of 5 stars","-5"
"36",4,"DJ Moore",CHI,"WR20","7","4 out of 5 stars","+5"
"37",4,"Lamar Jackson",BAL,"QB4","14","4 out of 5 stars","+1"
"38",4,"Josh Jacobs",GB,"RB12","10","1 out of 5 stars","-14"
"39",4,"DeVonta Smith",PHI,"WR21","5","2 out of 5 stars","+7"
"40",4,"Michael Pittman Jr.",IND,"WR22","14","4 out of 5 stars","-3"
"41",4,"Malik Nabers",NYG,"WR23","11","3 out of 5 stars","+7"
"42",4,"Amari Cooper",CLE,"WR24","10","3 out of 5 stars","+12"
"43",4,"James Cook",BUF,"RB13","12","2 out of 5 stars","-7"
"44",4,"Kenneth Walker III",SEA,"RB14","10","4 out of 5 stars","0"
"45",4,"Rachaad White",TB,"RB15","11","5 out of 5 stars","-10"
"46",4,"Joe Mixon",HOU,"RB16","14","3 out of 5 stars","-4"
"47",5,"Mark Andrews",BAL,"TE3","14","3 out of 5 stars","+3"
"48",5,"Tee Higgins",CIN,"WR25","12","2 out of 5 stars","+10"
"49",5,"Stefon Diggs",HOU,"WR26","14","3 out of 5 stars","-6"
"50",5,"Alvin Kamara",NO,"RB17","12","5 out of 5 stars","-5"
"51",5,"Trey McBride",ARI,"TE4","11","5 out of 5 stars","-2"
"52",5,"Anthony Richardson",IND,"QB5","14","5 out of 5 stars","-1"
"53",5,"George Pickens",PIT,"WR27","9","1 out of 5 stars","+6"
"54",5,"Rashee Rice",KC,"WR28","6","3 out of 5 stars","+19"
"55",5,"Zay Flowers",BAL,"WR29","14","3 out of 5 stars","+6"
"56",5,"C.J. Stroud",HOU,"QB6","14","2 out of 5 stars","-9"
"57",5,"Terry McLaurin",WAS,"WR30","14","3 out of 5 stars","+11"
"58",5,"Tank Dell",HOU,"WR31","14","3 out of 5 stars","+6"
"59",5,"Kyler Murray",ARI,"QB7","11","2 out of 5 stars","+6"
"60",5,"James Conner",ARI,"RB18","11","2 out of 5 stars","-5"
"61",5,"David Montgomery",DET,"RB19","5","3 out of 5 stars","-1"
"62",5,"Christian Kirk",JAC,"WR32","12","4 out of 5 stars","+9"
"63",5,"Aaron Jones",MIN,"RB20","6","3 out of 5 stars","-10"
"64",5,"Rhamondre Stevenson",NE,"RB21","14","2 out of 5 stars","-8"
"65",5,"Dalton Kincaid",BUF,"TE5","12","2 out of 5 stars","-13"
"66",5,"Joe Burrow",CIN,"QB8","12","2 out of 5 stars","-3"
"67",5,"Chris Godwin",TB,"WR33","11","3 out of 5 stars","+10"
"68",5,"Dak Prescott",DAL,"QB9","7","2 out of 5 stars","+6"
"69",5,"Calvin Ridley",TEN,"WR34","5","4 out of 5 stars","+9"
"70",5,"Najee Harris",PIT,"RB22","9","4 out of 5 stars","-3"
"71",5,"Diontae Johnson",CAR,"WR35","11","5 out of 5 stars","+13"
"72",5,"Jordan Love",GB,"QB10","10","5 out of 5 stars","+3"
"73",6,"Raheem Mostert",MIA,"RB23","6","3 out of 5 stars","-1"
"74",6,"D'Andre Swift",CHI,"RB24","7","2 out of 5 stars","-12"
"75",6,"Kyle Pitts",ATL,"TE6","12","3 out of 5 stars","-9"
"76",6,"Keenan Allen",CHI,"WR36","7","4 out of 5 stars","0"
"77",6,"Zamir White",LV,"RB25","10","3 out of 5 stars","-7"
"78",6,"George Kittle",SF,"TE7","9","4 out of 5 stars","-21"
"79",6,"Javonte Williams",DEN,"RB26","14","4 out of 5 stars","+1"
"80",6,"Tony Pollard",TEN,"RB27","5","3 out of 5 stars","-1"
"81",6,"Jayden Daniels",WAS,"QB11","14","3 out of 5 stars","+14"
"82",6,"Jayden Reed",GB,"WR37","10","4 out of 5 stars","0"
"83",6,"Brian Robinson Jr.",WAS,"RB28","14","3 out of 5 stars","+7"
"84",6,"Evan Engram",JAC,"TE8","12","3 out of 5 stars","-15"
"85",6,"Brock Purdy",SF,"QB12","9","2 out of 5 stars","+6"
"86",6,"Devin Singletary",NYG,"RB29","11","3 out of 5 stars","-3"
"87",6,"Jaxon Smith-Njigba",SEA,"WR38","10","3 out of 5 stars","+15"
"88",6,"Jaylen Warren",PIT,"RB30","9","4 out of 5 stars","0"
"89",6,"Christian Watson",GB,"WR39","10","4 out of 5 stars","+10"
"90",6,"DeAndre Hopkins",TEN,"WR40","5","4 out of 5 stars","+11"
"91",6,"Caleb Williams",CHI,"QB13","7","4 out of 5 stars","+6"
"92",6,"Jake Ferguson",DAL,"TE9","7","2 out of 5 stars","-11"
"93",6,"Xavier Worthy",KC,"WR41","6","3 out of 5 stars","-7"
"94",6,"Rome Odunze",CHI,"WR42","7","4 out of 5 stars","-5"
"95",6,"Tyjae Spears",TEN,"RB31","5","3 out of 5 stars","+5"
"96",6,"David Njoku",CLE,"TE10","10","3 out of 5 stars","-11"
"97",6,"Tua Tagovailoa",MIA,"QB14","6","2 out of 5 stars","+8"
"98",6,"Courtland Sutton",DEN,"WR43","14","2 out of 5 stars","+16"
"99",6,"Zack Moss",CIN,"RB32","12","3 out of 5 stars","-12"
"100",7,"Jared Goff",DET,"QB15","5","4 out of 5 stars","+4"
"101",7,"Chase Brown",CIN,"RB33","12","3 out of 5 stars","+6"
"102",7,"Marquise Brown",KC,"WR44","6","3 out of 5 stars","-4"
"103",7,"Trevor Lawrence",JAC,"QB16","12","5 out of 5 stars","+17"
"104",7,"Brian Thomas Jr.",JAC,"WR45","12","4 out of 5 stars","+8"
"105",7,"Brock Bowers",LV,"TE11","10","4 out of 5 stars","-11"
"106",7,"Ladd McConkey",LAC,"WR46","5","3 out of 5 stars","0"
"107",7,"Jordan Addison",MIN,"WR47","6","3 out of 5 stars","-4"
"108",7,"Jonathon Brooks",CAR,"RB34","11","4 out of 5 stars","-12"
"109",7,"Jerome Ford",CLE,"RB35","10","4 out of 5 stars","+1"
"110",7,"Dallas Goedert",PHI,"TE12","5","4 out of 5 stars","-2"
"111",7,"Austin Ekeler",WAS,"RB36","14","3 out of 5 stars","-18"
"112",7,"Gus Edwards",LAC,"RB37","5","4 out of 5 stars","+1"
"113",7,"Jameson Williams",DET,"WR48","5","4 out of 5 stars","+5"
"114",7,"Kirk Cousins",ATL,"QB17","12","3 out of 5 stars","+20"
"115",7,"Keon Coleman",BUF,"WR49","12","2 out of 5 stars","+1"
"116",7,"Justin Herbert",LAC,"QB18","5","2 out of 5 stars","+8"
"117",7,"Ezekiel Elliott",DAL,"RB38","7","3 out of 5 stars","-8"
"118",7,"Tyler Lockett",SEA,"WR50","10","3 out of 5 stars","+17"
"119",7,"Matthew Stafford",LAR,"QB19","6","4 out of 5 stars","+24"
"120",7,"Jakobi Meyers",LV,"WR51","10","3 out of 5 stars","+22"
"121",7,"Pat Freiermuth",PIT,"TE13","9","3 out of 5 stars","+7"
"122",7,"Nick Chubb",CLE,"RB39","10","4 out of 5 stars","-30"
"123",7,"Dalton Schultz",HOU,"TE14","14","2 out of 5 stars","-2"
"124",7,"Joshua Palmer",LAC,"WR52","5","3 out of 5 stars","+23"
"125",7,"Blake Corum",LAR,"RB40","6","3 out of 5 stars","-6"
"126",7,"Romeo Doubs",GB,"WR53","10","4 out of 5 stars","+6"
"127",7,"Chuba Hubbard",CAR,"RB41","11","4 out of 5 stars","+11"
"128",7,"Khalil Shakir",BUF,"WR54","12","2 out of 5 stars","-1"
"129",7,"Zach Charbonnet",SEA,"RB42","10","4 out of 5 stars","+11"
"130",7,"Rashid Shaheed",NO,"WR55","12","3 out of 5 stars","+21"
"131",7,"Aaron Rodgers",NYJ,"QB20","12","2 out of 5 stars","+2"
"132",7,"Trey Benson",ARI,"RB43","11","2 out of 5 stars","-21"
"133",7,"Brandin Cooks",DAL,"WR56","7","3 out of 5 stars","+19"
"134",7,"Curtis Samuel",BUF,"WR57","12","2 out of 5 stars","-4"
"135",7,"Rico Dowdle",DAL,"RB44","7","3 out of 5 stars","-4"
"136",8,"Mike Williams",NYJ,"WR58","12","4 out of 5 stars","+24"
"137",8,"T.J. Hockenson",MIN,"TE15","6","2 out of 5 stars","-11"
"138",8,"Deshaun Watson",CLE,"QB21","10","4 out of 5 stars","+32"
"139",8,"Geno Smith",SEA,"QB22","10","3 out of 5 stars","+45"
"140",8,"J.K. Dobbins",LAC,"RB45","5","4 out of 5 stars","-11"
"141",8,"Jaleel McLaughlin",DEN,"RB46","14","4 out of 5 stars","+8"
"142",8,"Jerry Jeudy",CLE,"WR59","10","3 out of 5 stars","+8"
"143",8,"Ty Chandler",MIN,"RB47","6","3 out of 5 stars","+3"
"144",8,"Baker Mayfield",TB,"QB23","11","2 out of 5 stars","+4"
"145",8,"Tyler Allgeier",ATL,"RB48","12","4 out of 5 stars","+14"
"146",8,"Luke Musgrave",GB,"TE16","10","3 out of 5 stars","+26"
"147",8,"Josh Downs",IND,"WR60","14","4 out of 5 stars","+31"
"148",8,"Gabe Davis",JAC,"WR61","12","4 out of 5 stars","+17"
"149",8,"Antonio Gibson",NE,"RB49","14","2 out of 5 stars","+5"
"150",8,"Will Levis",TEN,"QB24","5","5 out of 5 stars","+16"
"151",8,"Cole Kmet",CHI,"TE17","7","3 out of 5 stars","-12"
"152",8,"Hunter Henry",NE,"TE18","14","3 out of 5 stars","+36"
"153",8,"Dontayvion Wicks",GB,"WR62","10","4 out of 5 stars","+3"
"154",8,"Ray Davis",BUF,"RB50","12","2 out of 5 stars","+40"
"155",8,"Adam Thielen",CAR,"WR63","11","5 out of 5 stars","+6"
"156",8,"Darnell Mooney",ATL,"WR64","12","4 out of 5 stars","+43"
"157",8,"MarShawn Lloyd",GB,"RB51","10","1 out of 5 stars","+7"
"158",8,"Taysom Hill",NO,"TE19","12","4 out of 5 stars","0"
"159",8,"DeMario Douglas",NE,"WR65","14","3 out of 5 stars","+49"
"160",8,"Tyler Conklin",NYJ,"TE20","12","3 out of 5 stars","+27"
"161",8,"Michael Wilson",ARI,"WR66","11","3 out of 5 stars","+34"
"162",8,"Adonai Mitchell",IND,"WR67","14","4 out of 5 stars","-5"
"163",8,"Khalil Herbert",CHI,"RB52","7","2 out of 5 stars","+18"
"164",8,"Ja'Lynn Polk",NE,"WR68","14","3 out of 5 stars","+12"
"165",8,"Cade Otton",TB,"TE21","11","3 out of 5 stars","+27"
"166",8,"Jaylen Wright",MIA,"RB53","6","3 out of 5 stars","-25"
"167",8,"Rashod Bateman",BAL,"WR69","14","3 out of 5 stars","+81"
"168",8,"Noah Fant",SEA,"TE22","10","3 out of 5 stars","+33"
"169",8,"Daniel Jones",NYG,"QB25","11","2 out of 5 stars","+50"
"170",8,"Derek Carr",NO,"QB26","12","4 out of 5 stars","+48"
"171",8,"Bucky Irving",TB,"RB54","11","5 out of 5 stars","+25"
"172",8,"Bryce Young",CAR,"QB27","11","5 out of 5 stars","+42"
"173",9,"Wan'Dale Robinson",NYG,"WR70","11","3 out of 5 stars","+62"
"174",9,"Jahan Dotson",PHI,"WR71","5","2 out of 5 stars","-1"
"175",9,"Isaiah Likely",BAL,"TE23","14","3 out of 5 stars","0"
"176",9,"Xavier Legette",CAR,"WR72","11","5 out of 5 stars","-14"
"177",9,"Sam Darnold",MIN,"QB28","6","5 out of 5 stars","+47"
"178",9,"Braelon Allen",NYJ,"RB55","12","2 out of 5 stars","+22"
"179",9,"Baltimore Ravens",BAL,"DST1","14","2 out of 5 stars","-43"
"180",9,"Juwan Johnson",NO,"TE24","12","4 out of 5 stars","+66"
"181",9,"Marvin Mims Jr.",DEN,"WR73","14","2 out of 5 stars","+58"
"182",9,"Roschon Johnson",CHI,"RB56","7","2 out of 5 stars","+44"
"183",9,"San Francisco 49ers",SF,"DST2","9","1 out of 5 stars","-60"
"184",9,"Bo Nix",DEN,"QB29","14","2 out of 5 stars","-15"
"185",9,"New York Jets",NYJ,"DST3","12","1 out of 5 stars","-60"
"186",9,"Cleveland Browns",CLE,"DST4","10","2 out of 5 stars","-33"
"187",9,"Dallas Cowboys",DAL,"DST5","7","4 out of 5 stars","-50"
"188",9,"Ricky Pearsall",SF,"WR74","9","2 out of 5 stars","+24"
"189",9,"Demarcus Robinson",LAR,"WR75","6","3 out of 5 stars","+78"
"190",9,"Jordan Mason",SF,"RB57","9","2 out of 5 stars","+25"
"191",9,"Justin Tucker",BAL,"K1","14","2 out of 5 stars","-74"
"192",9,"Kansas City Chiefs",KC,"DST6","6","2 out of 5 stars","-18"
"193",9,"Pittsburgh Steelers",PIT,"DST7","9","4 out of 5 stars","-22"
"194",9,"Chigoziem Okonkwo",TEN,"TE25","5","4 out of 5 stars","-3"
"195",9,"Brandon Aubrey",DAL,"K2","7","2 out of 5 stars","-80"
"196",9,"Tank Bigsby",JAC,"RB58","12","2 out of 5 stars","+27"
"197",9,"Buffalo Bills",BUF,"DST8","12","2 out of 5 stars","-11"
"198",9,"Russell Wilson",PIT,"QB30","9","2 out of 5 stars","-16"
"199",9,"Harrison Butker",KC,"K3","6","2 out of 5 stars","-77"
"200",9,"Audric Estime",DEN,"RB59","14","4 out of 5 stars","+29"
"201",9,"Jason Sanders",MIA,"K4","6","2 out of 5 stars","-34"
"202",9,"Philadelphia Eagles",PHI,"DST9","5","3 out of 5 stars","-5"
"203",9,"Kimani Vidal",LAC,"RB60","5","4 out of 5 stars","-35"
"204",9,"Quentin Johnston",LAC,"WR76","5","3 out of 5 stars","+3"
"205",9,"Dameon Pierce",HOU,"RB61","14","3 out of 5 stars","-16"
"206",9,"Alexander Mattison",LV,"RB62","10","3 out of 5 stars","+21"
"207",9,"Houston Texans",HOU,"DST10","14","2 out of 5 stars","-2"
"208",9,"Jermaine Burton",CIN,"WR77","12","2 out of 5 stars","+13"
"209",9,"Justice Hill",BAL,"RB63","14","3 out of 5 stars","+29"
"210",9,"Jake Elliott",PHI,"K5","5","2 out of 5 stars","-66"
"211",9,"Jake Moody",SF,"K6","9","1 out of 5 stars","-56"
"212",9,"Jalen McMillan",TB,"WR78","11","3 out of 5 stars","+54"
"213",9,"Tucker Kraft",GB,"TE26","10","3 out of 5 stars","+80"
"214",9,"Ka'imi Fairbairn",HOU,"K7","14","2 out of 5 stars","-69"
"215",9,"Tyrone Tracy Jr.",NYG,"RB64","11","3 out of 5 stars","-13"
"216",9,"Miami Dolphins",MIA,"DST11","6","2 out of 5 stars","-37"
"217",9,"New Orleans Saints",NO,"DST12","12","5 out of 5 stars","0"
"218",9,"Kendre Miller",NO,"RB65","12","5 out of 5 stars","-12"
"219",9,"Younghoe Koo",ATL,"K8","12","0 out of 5 stars","-56"
"220",9,"Jalin Hyatt",NYG,"WR79","11","3 out of 5 stars","+74"
"221",9,"Tyler Boyd",TEN,"WR80","5","4 out of 5 stars","+35"
"222",9,"Chicago Bears",CHI,"DST13","7","3 out of 5 stars","+27"
"223",9,"Tyler Bass",BUF,"K9","12","5 out of 5 stars","-40"
"224",9,"Ben Sinnott",WAS,"TE27","14","2 out of 5 stars","-34"
"225",9,"Darius Slayton",NYG,"WR81","11","3 out of 5 stars","+72"
"226",9,"Roman Wilson",PIT,"WR82","9","1 out of 5 stars","+16"
"227",9,"Drake Maye",NE,"QB31","14","3 out of 5 stars","-7"
"228",10,"Mike Gesicki",CIN,"TE28","12","3 out of 5 stars","+24"
"229",10,"Elijah Moore",CLE,"WR83","10","3 out of 5 stars","+69"
"230",10,"Clyde Edwards-Helaire",KC,"RB66","6","3 out of 5 stars","-2"
"231",10,"Evan McPherson",CIN,"K10","12","0 out of 5 stars","-54"
"232",10,"Andrei Iosivas",CIN,"WR84","12","2 out of 5 stars","+70"
"233",10,"Matt Gay",IND,"K11","14","5 out of 5 stars","0"
"234",10,"Kenneth Gainwell",PHI,"RB67","5","4 out of 5 stars","-2"
"235",10,"Indianapolis Colts",IND,"DST14","14","4 out of 5 stars","+22"
"236",10,"Gardner Minshew II",LV,"QB32","10","2 out of 5 stars","-2"
"237",10,"Jonnu Smith",MIA,"TE29","6","2 out of 5 stars","-52"
"238",10,"Will Shipley",PHI,"RB68","5","4 out of 5 stars","+2"
"239",10,"Cameron Dicker",LAC,"K12","5","3 out of 5 stars","-46"
